num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,region,channel,target
1.2784852074516722,-1.3838590189958457,0.1586833236187289,0.2618572072457253,1.4242834142738574,-0.39608396607926877,-0.3779897459852177,-2.0152219054323766,-1.5843275778483972,-0.19408013233309493,-0.5967724763676152,0.5933365996313634,west,web,-9.952491863536958
1.193611755172588,-0.34230484344914897,-0.9820194972109048,1.569628586939493,0.8596307868548461,-0.6867323955673516,0.3849664160476343,0.7985666731105902,-0.3248579264985461,-0.06744655855518213,0.902091311588268,1.1209365124062458,west,partner,66.5860038540454
-0.13954204292790354,0.25678325732472285,-0.2822405919232288,-0.29987747449661223,-0.546407619463673,1.0507742904721133,-1.162938986852913,-0.3574150481706999,-0.9384671057410849,0.46041564984282407,-0.22847254380954055,0.9530094982140498,south,web,-97.28772892632135
-0.7534178703461835,0.4599721429391164,2.1573082132655035,1.5615111967268527,-0.48791140814570266,-0.6057149230033384,0.742095372009307,0.2992925804064919,0.6779258713392691,0.032004149065766624,-0.6777153697521061,1.301741289398798,north,web,299.45396482472364
0.366746407892257,,-0.6281437391691783,-1.465673857342095,1.4120268785432495,0.09893378702888371,0.3383574419359596,-0.9925780067288229,0.5793467597567757,-1.7690503037393988,0.20228040762121913,0.02041716721291813,east,branch,-44.23482773750516
0.6900736763366125,1.087710426157866,-0.029216405853985244,0.7469808401047098,1.0488641418753621,0.775115121589086,-1.0455294856740531,-0.026260793269852138,0.07557637267003782,0.03149156226199577,0.6916185751213884,-0.6245104550885774,west,partner,72.54387478367268
-1.5166425494207911,1.4769344261182744,-0.24338397937501807,-0.1590452104000513,-0.2739930818293042,-0.29983819627488056,1.904136589573007,1.6259589153620633,1.5628887685081978,0.29562448874709507,-1.167779551267935,2.218780233448134,north,branch,193.81496972030817
0.5044832563830169,,1.8688178405438531,1.355572935710348,0.5199021395287525,0.4197056083572659,0.27658150559104877,0.008556080824349832,-1.3734028889697492,-0.6108576398050658,-1.1794596645077804,-1.5708814571259122,east,web,232.49445990870888
1.3369690735559603,-0.08225369967145317,0.8800659629573423,0.504270748038384,-1.2855910007560276,-1.4338058239284144,0.33011379047094364,-0.8140106692915557,0.11683017417218379,0.521449399059529,0.3064508629633407,-0.3656770825305199,west,branch,-75.15494206378973
-2.1056469418403245,1.1535903433169254,-0.09139955750911445,-1.2845842656999693,-0.218653277435036,-0.08087849786546131,0.05225849049748321,-1.060605066396601,-0.4545477187434442,0.9778155496862003,1.3863493972628433,-0.7170161491279362,north,web,-152.71720809997618
-0.7309300399419191,-0.033126972873797095,0.28586539072490497,-0.7982972445384537,-0.38770155993598415,0.334456789987025,0.6585442726728304,2.0102045387663496,-0.6127886904843862,-1.3793192280145272,1.7945578635177877,-0.1769472274940494,south,web,51.61376669510514
-1.0577109289559004,0.822544912103189,-1.1509935774223028,1.8522781845089378,0.11092258970986608,0.37569801834567196,-0.600638689918805,-0.2916937497932768,-0.5443827245251827,-0.013497224737933921,-1.2208436499710222,-0.6017066122293969,north,partner,-10.817856582075864
-0.265924194072433,-0.1026485734506316,-0.6893290680800719,-1.5145735090585566,0.7125044420921607,-1.410467416412775,-1.2977283756812326,-1.4621104551954147,-0.38749131490543404,0.27403884064930323,1.3636072951996998,1.0095859678911938,south,web,-310.01958674648426
