feature_0,feature_1,feature_2,feature_3,feature_4,default_flag
-1.173216849860001,-1.6447053900325777,-0.2656045602861052,1.5796738349564845,-0.5195399031704471,1
1.9626315015707445,-0.2497523304676215,1.3338857455005728,0.5946033410501564,-2.0265790413989966,1
1.7740717488614577,1.3120923721413913,0.8949105560268252,-1.1213371102416343,-0.3480463827949815,0
0.3031700759297913,-0.2412680391098624,-0.3368951267851385,0.3104806675685163,-0.508616710528052,0
0.9418823108210208,2.221243612719912,-1.0258681059694763,-2.239893297793028,1.2862937518308262,0
-0.5206608288462149,0.0146589882812999,0.6336610247740587,-0.1020849905401498,0.4878406717183101,0
-0.9069610709764064,-1.0192617693690462,-0.8456731044941129,0.9491523687784564,-0.1583056653555539,1
-1.0325118866898837,-1.1396937148145505,0.4473939370689756,1.0582536122640147,-0.160281168273551,1
-1.0151232814439668,-1.1228743758287014,0.655403829850237,1.0429925712853123,-0.159872781107927,1
0.6441572114936049,0.0351174012026442,0.7093525144553172,0.0688565109584229,-0.5521696605297284,0
0.8389384739842578,0.9150651283482448,0.1007910726448063,-0.8480311006940165,0.1196560570949196,0
-1.0319122558232732,-1.333811371249904,0.3052431265313529,1.2677395352701557,-0.3481255266206158,1
-1.5736079297351786,1.4352288224710468,-0.8568518651277993,-1.80886625414796,2.8164796772075427,0
2.115706797289196,1.133548975894493,0.0978271747079226,-0.8721412752973665,-0.8311371889464759,0
-0.8915551691707042,2.2342537622942,0.297244273380124,-2.5577254749477696,2.96690617086173,0
-1.0308841039112202,-0.6260846423523142,0.518871180440122,0.5045147946750224,0.33380521653801,1
-0.9160936106216394,-1.2919009827814585,-0.8963326585920618,1.2417235876082744,-0.4130590079908702,1
0.8514619170339449,-1.4332801900621417,0.4928839718518698,1.6871055062849731,-2.1575918947037014,1
-0.9124648344085752,-0.6634681631992074,-0.0809173376626882,0.5644607780891868,0.189997166900763,1
0.8553184305339164,-0.6787541051211184,-0.5595462852894689,0.8738689220390427,-1.433078973585503,1
1.9483727668403017,2.2796945088470073,0.5535695310677933,-2.1361674079089292,0.4269875786292456,0
0.0704292499703702,0.8217209976675708,-0.5177574472222197,-0.8746858821336058,0.7287796556705863,0
-0.4873392423594307,-0.027955352886208,-0.1286594463520559,-0.0505973380713351,0.4164073194827112,1
-1.091298167924621,-0.6213063283338203,0.4283420506607249,0.4893500806946136,0.3933803259846743,0
-0.930135062718384,-0.7380121899450288,0.7564883543160984,0.6419403511884266,0.1341480284217101,1
0.0925088060956407,0.1810293204792577,-1.0785127413645972,-0.1799401138647912,0.0905058337362816,0
-0.7450973702042873,0.1724180879402861,-0.4787585715216885,-0.3094420073198828,0.8442502137392498,0
0.8717336513840483,-0.7809158958552518,-1.571152351117883,0.9867865407724732,-1.5465866387138305,1
-2.088490938219608,1.1987254007883346,0.4042128652773321,-1.6390755208282184,3.056723958098808,0
0.897856134128569,-0.5884435025879571,-0.5330904020158331,0.7835031203693138,-1.3846414975852848,0
0.9869903039613726,-2.0625868979336035,-0.2349242715209746,2.388369138966825,-2.888096285276258,1
-1.1352714520004277,-1.158823463164405,-0.0140989659066715,1.061860915908015,-0.0852484062788895,1
0.3730878720806883,0.9458454863482753,1.3510728924131392,-0.958423538450541,0.5731855167418678,0
-0.846994218774063,-0.2372953833030157,-0.2775442563155516,0.1156145084621169,0.5416345307121913,1
-0.008547544874887,2.65672991983225,-1.1904077356744902,-2.8671193249739337,2.5711825475897627,0
2.379822889766495,-0.5134023324832782,-0.4418489272408238,0.9481197044927744,-2.660527952441231,0
