feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
1.0240625258114624,2.061503576636398,2.5581992856682523,-0.5642475986573886,1.5421099525678756,-0.5518581458924467,1.2083662305931424,2.006092888159123,0.5925269492011831,0.18455130319703697,466.5660407647105
-0.637739984251316,0.2891686439078181,0.6748194921666035,-1.1227220215622986,0.16645220821305598,-0.049463709652432936,2.4553001399108942,0.4924512640081488,-0.5309969550018176,0.3824097461840506,197.7917953759016
0.7793490039053323,-0.8468509661253646,0.7574951493374855,1.3705361439967134,0.2837510236615011,-1.0501407396021456,1.2496189052966666,-0.9878733409007492,-0.03901951937754412,0.6952029000839993,103.34785715312877
0.513907849658915,-1.0003313246055747,-0.47490365662252443,0.8712972974572442,0.12637957954641182,0.5866938014752747,-0.6777449705248515,1.9389289990582848,0.17958178193959795,-1.3459796802467485,32.480452017764996
-0.18315047105329468,0.8155010224442626,-0.21345677935043805,0.4961991873633163,0.5114995753618613,-0.3270173176097708,-0.048088507330772585,1.935154040060229,-0.35667313417987123,-0.535316712567659,174.22800142207052
1.1260502507721681,0.37710039390218647,-0.3916485674217908,0.26912694124510733,0.6215718898560508,0.30805053950410216,-0.029262813684978354,-0.36961033604363397,-0.05139372358848624,-0.3431922754974105,61.837555057453784
-0.09662367001488972,-0.3899237065594453,0.4559041951707029,-0.45909031021899177,-1.1543626682329844,-0.6065033882157399,0.15805348992013185,-1.7518288067517191,-0.4159669279473586,-0.6946003691631446,-203.86723387616917
1.1168337755299542,-0.09294420661358828,-0.8342818100346248,2.184096733380456,-0.5806483025539507,0.5152943216244674,-0.23950192202174977,-0.6113852473886279,0.18641616974404632,0.570507208354516,78.18083577434993
0.36163602504763415,-0.07201012158033385,-0.18565897666381712,-1.1063349740060282,0.812525822394198,-0.47917423784528995,1.0035328978920242,1.356240028570823,-0.6451197546051243,-1.1962066240806708,98.20771357684693
0.02831837613045931,-0.03955515385665504,0.20768768716311115,0.2715788371953735,-1.0810565404082624,0.42961821913258585,0.6815006973726244,1.0531528533329035,0.029756139495743236,-1.2767485758203097,82.99445743919955
-0.18144906924751675,3.2430929695947324,-1.315815816427507,0.2810092502818063,1.0126374096440718,-1.4359095238685273,2.30791625061611,-0.1581538443723203,-0.10633700253131496,-2.132595626154836,310.34119061258417
0.9504238381860503,0.34175597577715944,-0.5993926454440222,-2.123895724309807,-0.759132661553698,-0.8397218421807761,1.8761708392158862,0.15039378647620763,-0.5769036556624031,-0.525755021680761,65.49021939775267
