income,credit_score,age,loan_amount,debt_to_income,employment_months,previous_defaults,savings_balance,years_at_residence,open_credit_lines,target
88330.76337475053,595.6048519867936,70.76809034933827,7983.141989934106,1.2991498205476677,-0.9798967917921332,0.5040447933591672,-0.2473359638964181,1.1352457850502855,2.41558371999838,1
131112.03892999858,821.4371889046179,18.0,394.32197985302423,-0.997228287438776,1.7401687788775873,-2.613929715951643,-1.8730058309306208,2.3525110112350767,0.6901837638636594,1
63733.58446659514,586.795508661018,18.0,-3378.492321917928,-0.3266475631886114,1.0485697327020422,-0.9774406294083536,0.0697042694292802,3.1492933451952014,1.5647794459732884,1
79741.19275230658,794.9046476516635,18.0,-2328.645202741736,-0.1738738203145863,1.3989533084345327,-1.5495866456344871,0.2128243986699687,2.850621153258868,0.8813965776885889,1
70326.76383500131,850.0,18.0,5321.531820893821,1.7379849851235205,2.0575118779957227,-3.063522493755613,0.981149715570353,1.5246809430679302,-0.7101271667777629,1
73360.18416843971,646.1845396262264,63.73131841088822,10759.10162953554,0.6844504776364279,0.6812511983021468,1.1007837469328456,0.0578640474267564,1.1880609823311878,2.521667856699764,0
58725.62298296088,516.5275172257126,22.548125302689023,8673.541489131017,0.8639235499624459,1.3477013693570032,-0.541690268736112,0.2420706702879673,0.6392621369956129,0.6908556938757455,1
76265.96260875897,300.0,58.72823676887077,3428.9516920852825,-2.367477653373278,-1.8671100098603115,0.8434233068346582,-1.934964117240471,-0.129466962966313,0.612221393115309,0
51645.72136805524,699.4281728644114,57.43245986311975,4105.592226828707,1.029180436127967,-0.8872164140784787,2.7898414878617395,-0.0104651290527293,0.6197329759105165,-0.6894112477697012,0
95475.8236647133,653.3722894057269,75.45915592667339,11930.433036552144,1.3920387515870911,-1.0598787573338848,1.421224401913136,-0.5168468831738283,-0.1029340295639593,1.346386806310952,0
99705.10351992967,488.38258136963515,47.40707393376976,-980.1971057003564,-1.7806256729074892,-2.05988580657724,0.4701806246692033,0.0911681466664391,2.693317859364422,0.2133398809006705,0
102996.78789886076,676.6966369298133,79.20426836519457,15996.52109635344,1.0189232400898984,0.6505626311426624,1.1406959909734593,0.185837628902753,0.9573856004985652,3.4436750389474735,0
51784.13714051982,653.0009055389814,47.834866381338315,6482.54814546566,-0.0709053625273688,-0.4215806994405866,-0.2720963117636418,0.4223247974498746,0.8072025612148933,1.3508807524091186,1
50494.20664499074,773.6329640918408,61.07841011443014,2599.994944908294,0.4187045782923683,-0.9799310921609984,-0.7091914964743776,1.1402505526712048,0.9946534066492564,2.8250470106763332,1
64545.98878290931,393.2430922191329,52.634440367915005,737.6080003279286,0.8985117045515645,-1.8501622144843473,1.5935876023315148,-0.2926854589752766,0.0046121249533283,-0.5116460054443983,0
79807.77510696577,613.915412863171,79.29154996537419,11240.313177420036,-0.3878757818624695,-0.4235940629113212,1.038401243232722,1.2334060763526695,1.0690156620326,3.0223766519530963,0
97486.60617239257,518.824631014967,74.05081227714072,4737.606190756075,-1.8750073874719364,-3.726830734849102,1.3625410279293089,-0.3755000400755709,2.0381646279525416,-0.251541681274817,0
106604.2675585261,708.1684837432654,18.0,22874.88222807224,2.505448905356894,0.9622430281607492,-2.3970144057186165,-1.7798751082081674,-0.9339769054832484,-0.8852761751907423,1
84348.68021032028,786.0464019998149,34.025163238446,-764.5725234388055,-0.6181750421001689,-0.330968946955761,-1.3178786223915626,0.4310096921300766,3.1344541902059,1.8971765089116497,1
84800.10592421691,556.4264865353865,34.364971221825115,8623.073801241833,0.2775158588818902,1.7099595328100905,0.6384334372142455,-0.3095098859272293,-0.7998065054302026,0.9707380114688072,1
73178.88634149672,333.1070582347129,47.56752544201173,7455.846656699697,0.9701750825678594,-1.7137347203968631,-1.5657501647554848,0.3359681734405766,2.609305356538227,1.6865422497147,0
47809.86790867346,300.0,49.86119714635021,4327.050442257311,-0.9004484613780268,0.1792822803436313,1.9881248199198651,-0.8221656066894072,-0.0029815613056218,0.7413213007455064,0
48720.02158415805,395.1099255363048,41.32904643622876,5990.864856733121,-1.5325182768296637,1.2534992052668033,0.2473865147108273,0.8715243860879341,1.1899112777533378,2.322331335860398,0
99423.41757328792,499.9868967831465,71.19174018101299,8456.28285731739,0.0304764139206288,-0.3706157471455142,1.118630339775142,0.9360561679360162,0.2957163295387663,2.464529962791694,0
101380.03769370656,306.751599554019,68.58841341607874,3237.286394877076,0.264290210153251,-2.6511946136901345,1.3982928171846178,-1.1541633847795414,0.7437517309350236,0.442033362548373,0
63177.36669976496,767.9591347432545,18.0,14799.55117949547,0.6628410930216325,2.6085042746992544,-2.731982318834885,0.1420444788305452,-1.1200555234423328,0.1203914001641835,1
68345.28470134441,320.6664489533475,31.542593682867864,1786.1997960643007,-0.3672039342117483,0.6158207108467826,0.3874370037120658,0.42243497290144,0.904063608037318,1.0097757255881044,0
71039.91061217779,450.49063918246225,72.07217749681939,5196.194791983275,-1.2249998886600506,-0.9525826944130622,2.7477565447171424,-1.7210775209604696,-1.5658499623981528,0.6210136988796711,0
